kind,key,source,line,render_type,layer,parameters,directives,dependencies,effect_calls
particle,mgolem_od_open_mispod_circle,enemyod.particle,2717,BLURCIRCLE,TOP,,,,
particle,mgolem_od_open_mispod_circle_2,enemyod.particle,2746,,,,CLONE,mgolem_od_open_mispod_circle,
timeline,mgolem_od_mispod_close,enemyod.particle,2751,,,,SND_CPOS;WAIT,,
timeline,mgolem_od_mispod_shotone,enemyod.particle,2756,,,sa;sx;sy,DATAS,,
particle,mgolem_od_mispod_shotone,enemyod.particle,2761,,,,CLONE,mgolem_gunshot_shoot_circle,
particle,mgolem_od_rotate_eye,enemyod.particle,2773,,,,CLONE,magic_device_closing_halo_b_v,
timeline,mgolem_rotate_failure,enemyod.particle,2787,,,cx;cy;sizey,QU_SINH;SIZE;SND_CPOS;WAIT,ground_bump_smoke_l;ground_bump_smoke_r,
timeline,mgolem_rotate_ground_land_bump,enemyod.particle,2800,,,cx;sa;sy,QU_SINV,mgolem_gunshot_shoot_halo_s;mgolem_rotate_ground__dot;mgolem_rotate_ground_bump_halo,
timeline,mgolem_rotate_ground_land_wall,enemyod.particle,2809,,,ax;cy;sa;sx,QU_HANDSHAKE2;QU_SINH2;QU_VIB2;SND,mgolem_gunshot_shoot_halo_s;mgolem_rotate_ground__dot;mgolem_rotate_ground_bump_halo,
particle,mgolem_rotate_ground_bump_halo,enemyod.particle,2821,,,,CLONE,mgolem_gunshot_shoot_halo,
particle,mgolem_rotate_ground__dot,enemyod.particle,2830,CIRCLE,TOP_ADD,,,,
timeline,mgolem_rotate_ground_spark,enemyod.particle,2853,,,a;ax;cx;cy;sizey,MYPOS;QU_HANDSHAKE;QU_VIB;SIZE;WAIT,mgolem_rotate_ground_spark_dot;mgolem_rotate_ground_spark_line,
particle,mgolem_rotate_ground_spark_line,enemyod.particle,2870,LINE,TOP_ADD,,,,
particle,mgolem_rotate_ground_spark_dot,enemyod.particle,2895,CIRCLE,TOP_ADD,,,,
timeline,mg_ceildrop_prepare,enemyod.particle,2919,,,dro;sx;sy,DRO_GROUNDBREAK,,
timeline,mgolem_od_grab0,enemyod.particle,2930,,,,QU_VIB;SND_CPOS;WAIT,,
timeline,mgolem_od_grab1,enemyod.particle,2938,,,cx;cy,SND,,
timeline,mgolem_od_grab2,enemyod.particle,2945,,,aR;ax;cx;cy;dx;dy;sizex;sizey,EFT;QU_HANDSHAKE;QU_SINV2;QU_VIB2;SIZE;SND,mgolem_od_grab2_circle;mgolem_od_grab2_halo,postHamonMagic
particle,mgolem_od_grab2_halo,enemyod.particle,2966,,,,CLONE,slime_overdrive_eat_close_halo,
particle,mgolem_od_grab2_circle,enemyod.particle,2972,,,,CLONE,slime_overdrive_eat_close_circle,
timeline,mgolem_od_grab_end,enemyod.particle,2982,,,,SND_CPOS;WAIT,,
timeline,mgolem_absorb_squeeze,enemyod.particle,2989,,,cx;cy,QU_SINH;QU_VIB,mgolem_absorb_squeeze_halo,
particle,mgolem_absorb_squeeze_halo,enemyod.particle,2998,,,,CLONE,ground_pound_attacked_halo,
timeline,mgolem_od_shield0,enemyod.particle,3011,,,ax;cx;cy;dR,MYPOS;SND_CPOS,mgolem_od_shield0_daia;mgolem_od_shield0_daia_s,
particle,mgolem_od_shield0_daia_s,enemyod.particle,3022,BLURPOLYGON,SUB,,,,
particle,mgolem_od_shield0_daia,enemyod.particle,3045,POLYGON,TOP_ADD,,,,
timeline,od_eaten_freeze,enemyod.particle,3073,,,cx;cy;sizex;sizey,TE_COLORBLINK_ADD;TE_QU_VIB;WAIT,dark_stunned_elec,
timeline,bsspider_grawl,enemyod.particle,3091,,,cx;cy,QU_HANDSHAKE2;QU_VIB2;SND_CPOS;WAIT,overdrive_growl_ripple,
timeline,bsspider_trap_appear,enemyod.particle,3104,,,cx;cy,WAIT,bsspider_trap_appear_bezier;bsspider_trap_appear_circle;bsspider_trap_appear_circle_red,
particle,bsspider_trap_appear_bezier,enemyod.particle,3116,STROKE,ADD,,,,
particle,bsspider_trap_appear_circle,enemyod.particle,3141,BLURCIRCLE,ADD,,,,
particle,bsspider_trap_appear_circle_red,enemyod.particle,3159,,,,CLONE,bsspider_trap_appear_circle,
timeline,bsspider_trap_appeared,enemyod.particle,3169,,,cx;cy,,bsspider_trap_appeared_circle;bsspider_trap_appeared_circle_red;bsspider_trap_appeared_line,
timeline,bsspider_trap_explode,enemyod.particle,3176,,,cx;cy,SND,bsspider_trap_appeared_circle;bsspider_trap_appeared_line;od_flare_circle,
timeline,bsspider_splash_explode,enemyod.particle,3186,,,cx;cy,SND,bsspider_trap_appeared_circle;bsspider_trap_appeared_line,
particle,bsspider_trap_appeared_circle,enemyod.particle,3195,,,,CLONE,bsspider_trap_appear_circle,
particle,bsspider_trap_appeared_circle_red,enemyod.particle,3208,,,,CLONE,bsspider_trap_appeared_circle,
particle,bsspider_trap_appeared_line,enemyod.particle,3215,DOORLINE,,,,,
timeline,bsspider_trap_charge,enemyod.particle,3243,,,cx;cy;maxt,,roaper_atk0_charge_circle;roaper_atk0_charge_line,
timeline,bsspider_afterimage,enemyod.particle,3251,,,agR;cx;cy,EFT;QU_VIB;SND,bsspider_afterimage_line0;bsspider_afterimage_line1;bsspider_afterimage_line2,post_bigenemy_passing
particle,bsspider_afterimage_line0,enemyod.particle,3264,DOORLINE,TOP_ADD,,,,
particle,bsspider_afterimage_line1,enemyod.particle,3292,,ADD,,CLONE,bsspider_afterimage_line0,
particle,bsspider_afterimage_line2,enemyod.particle,3306,,SUB,,CLONE,bsspider_afterimage_line0,
timeline,bsspider_trap_hms_charge,enemyod.particle,3322,,,delay,EFT;QU_HANDSHAKE;QU_VIB;WAIT,,flash
timeline,bsspider_trapshot_init,enemyod.particle,3344,,,cx;cy,,od_flare_circle,
timeline,bsspider_bigbeam_shoot,enemyod.particle,3351,,,agR;attr;da;dx;dy;sx;sy,DEF_LASER_ENDPOS;QU_VIB;SND_SPOS;WAIT,bsspider_bigbeam_shoot_d;bsspider_bigbeam_shoot_s;od_flare_circle,
timeline,bsspider_minibeam_tale,enemyod.particle,3375,,,cx;cy,,bsspider_bigbeam_shoot_s,
particle,bsspider_bigbeam_shoot_s,enemyod.particle,3382,OVAL,TOP,,,,
particle,bsspider_bigbeam_shoot_d,enemyod.particle,3408,,,,CLONE,bsspider_bigbeam_shoot_s,
timeline,bsspider_bigbeam_release,enemyod.particle,3417,,,,SND,,
timeline,bsspider_bigbeam_charge,enemyod.particle,3423,,,charget;cx;cy,QU_VIB,bsspider_bigbeam_charge_line;od_flare_circle,
particle,bsspider_bigbeam_charge_line,enemyod.particle,3436,,,,CLONE,bsspider_trap_appear_bezier,
timeline,bsspider_trap_diasppear,enemyod.particle,3455,,,,SND,reel_disappear_smoke,
timeline,bsspider_dive_init,enemyod.particle,3462,,,cx;cy;i,EFT;MYPOS;SND;WAIT,enemy_backstep_halo,comet_afterimage_l
timeline,bsspider_dive_land,enemyod.particle,3477,,,_ex_min;_slen_max;by;cx;xdf,QU_HANDSHAKE;QU_SINV;SND,nusit_underpunch_smoke_l;nusit_underpunch_smoke_r;od_absorbing_land_line,
timeline,bsspider_side_attack,enemyod.particle,3496,,,ax;cnt;cx;cy;scl,AGD;SND,,
attack_ghost,bsspider_side_attack,enemyod.particle,3513,,,,,,
attack_ghost,bsspider_side_attack_2,enemyod.particle,3531,,,,,,
timeline,bsspider_backstep_init,enemyod.particle,3549,,,_ex_min;_slen_max;by;cx,SND,nusit_underpunch_smoke_l;nusit_underpunch_smoke_r,
timeline,bsspider_dive_agd,enemyod.particle,3561,,,by;cx,AGD,,
attack_ghost,bsspider_dive_agd,enemyod.particle,3571,,,,,,
timeline,bsspider_dangerous_star,enemyod.particle,3591,,,_cnt;_x;_y;cx;cy;maxt;radiusx;radiusy,,nusit_dangerous_mist;nusit_dangerous_star;nusit_dangerous_star_s,
timeline,bsspider_absorb_bite,enemyod.particle,3614,,,cx;cy,DRO;SND;TE_QU_SINH,,
timeline,bsspider_absorb_web,enemyod.particle,3636,,,cx;cy,DRO;SND;TE_QU_SINH,bsspider_absorb_web_bezier;bsspider_trap_appeared_circle;bsspider_trap_appeared_line,
timeline,bsspider_absorb_web_bezier,enemyod.particle,3659,,,cx;cy,,,
particle,bsspider_absorb_web_bezier,enemyod.particle,3665,STROKE,TOP_ADD,,,,
timeline,bsspider_trap_bomb,enemyod.particle,3693,,,cx;cy,QU_VIB;SND,boss_ministun_halo,
timeline,boss_ministun,enemyod.particle,3702,,,agR;cx;cy;meshy,QU_SINV;QU_VIB;SND,boss_killed_explode_circle_s;boss_killed_explode_ripple_s;boss_ministun_circle;boss_ministun_halo,
particle,boss_ministun_halo,enemyod.particle,3719,,TOP_ADD,,CLONE,magic_chantcomp_target_halo_pr,
particle,boss_ministun_circle,enemyod.particle,3743,,,,CLONE,bsspider_bigbeam_shoot_d,
timeline,bsspider_knife_shot,enemyod.particle,3761,,,agR;compressed;cx;cy;sx;sy,DATAS;SND;WAIT,od_flare_circle;pr_backstep_halo,
timeline,bsspider_absorb_piston,enemyod.particle,3780,,,,QU_HANDSHAKE;TE_QU_SINV;TE_QU_VIB,,
timeline,bsspider_finalbeam,enemyod.particle,3792,,,,QU_SINV;QU_VIB;SND,,
timeline,boss_die_explode_pre,enemyod.particle,3804,,,cx;cy;x0;y0,QU_VIB;SND,boss_dying_bigbomb;boss_dying_shockwave,
timeline,bsspider_absorb_fatal_vore,enemyod.particle,3819,,,cx;cy,DRO;SND;TE_QU_SINH,,
timeline,ep_orgasm,ep.particle,2,,,fear,EFT;PVIB,,flash
timeline,ep_smoke_ui,ep.particle,16,,,ep,,ep_smoke_on_ui,
particle,ep_smoke_on_ui,ep.particle,22,SMOKE_L,,,,,
timeline,ep_smoke_fear_ui,ep.particle,51,,,ep,,ep_smoke_fear_on_ui,
particle,ep_smoke_fear_on_ui,ep.particle,57,,TOP_SUB,,CLONE,ep_smoke_on_ui,
timeline,ep_smoke,ep.particle,79,,,cx;cy;ep;fear,,ep_smoke_fear_on_pr;ep_smoke_on_pr,
particle,ep_smoke_on_pr,ep.particle,90,,,,CLONE,ep_smoke_on_ui,
particle,ep_smoke_fear_on_pr,ep.particle,102,,,,CLONE,ep_smoke_on_pr,
timeline,ep_orgasm_ui,ep.particle,113,,,cx;dwh,,ep_orgasm_biku;ep_orgasm_bikus;ep_orgasm_ui_line;ep_orgasm_ui_line_top,
particle,ep_orgasm_ui_line,ep.particle,124,DOORLINE,,,,,
particle,ep_orgasm_ui_line_top,ep.particle,157,,TOP,,CLONE,ep_orgasm_ui_line,
particle,ep_orgasm_biku,ep.particle,168,BIKUBIKU,TOP_NORMALP2,,,,
particle,ep_orgasm_bikus,ep.particle,217,BIKUBIKU_S,,,CLONE,ep_orgasm_biku,
timeline,bench_sitdown,ev.particle,2,,,cx;cy,PVIB;SND,bench_sitdown_circle;bench_sitdown_line,
particle,bench_sitdown_circle,ev.particle,11,CIRCLE,TOP,,,,
particle,bench_sitdown_line,ev.particle,53,STROKE,TOP_ADD,,,,
timeline,bench_cure_hp,ev.particle,103,,,cx;cy;delay,HOLD;SND;WAIT,bench_cure_hp_halo,
particle,bench_cure_hp_halo,ev.particle,113,,,,CLONE,ui_use_item,
timeline,bench_cure_mp,ev.particle,127,,,cx;cy;delay,HOLD;SND;WAIT,bench_cure_mp_halo,
particle,bench_cure_mp_halo,ev.particle,135,,,,CLONE,bench_cure_hp_halo,
timeline,bench_cure_torned,ev.particle,142,,,cx;cy;delay,HOLD;SND;WAIT,,
particle,bench_cure_torned,ev.particle,153,DOORLINE,TOP_ADD,,,,
timeline,bench_cure_fear,ev.particle,190,,,cx;cy;delay,HOLD;SND;WAIT,bench_cure_torned,
timeline,bench_debuff,ev.particle,200,,,cx;cy;delay;wait,HOLD;SND;WAIT,noeljuice_explode_aula;noeljuice_explode_line,
timeline,ixia_float,ev.particle,214,,,cx;cy,SND,ixia_float_smoke;ixia_unikira,
particle,ixia_float_smoke,ev.particle,221,SMOKE,,,,,
timeline,item_damage_hp,ev.particle,246,,,cx;cy;delay,HOLD;SND;WAIT,item_damage_hp_poly,
timeline,item_damage_mp,ev.particle,255,,,cx;cy;delay,HOLD;SND;WAIT,item_damage_hp_poly,
particle,item_damage_hp_poly,ev.particle,264,POLYGON,TOP,,,,
particle,ixia_unikira,ev.particle,288,,TOP,,CLONE,get_coin_unikira,
timeline,ixia_flash,ev.particle,297,,,cx;cy,EFT;SND,ixia_unikira,flash
timeline,ev_foot_leaf,ev.particle,306,,,cx;cy,SND,,
particle,ev_foot_leaf,ev.particle,311,,TOP,,CLONE,foot_leaf,
timeline,primula_mist_charge,ev.particle,327,,,tx;ty,SND_ACT;TARGETPOS;WAIT,magic_casting_line_t_pr,
timeline,primula_mist_shot_init,ev.particle,336,,,agR;hagR;sx;sy,DATAS;SND,mush_shot_shooted_gas;primula_mist_shot_init_circle,
particle,primula_mist_shot_init_circle,ev.particle,345,,TOP_ADD,,CLONE,mush_shot_shooted_circle,
timeline,primula_wave_charge,ev.particle,355,,,tx;ty,SND_ACT;TARGETPOS;WAIT,primula_wave_charge_halo;primula_wave_charge_sw;primula_wave_charge_triangle,
particle,primula_wave_charge_sw,ev.particle,365,,,,CLONE,fox_chaserball_appear_chrage,
particle,primula_wave_charge_halo,ev.particle,371,,,,CLONE,od_charge_special_halo,
particle,primula_wave_charge_triangle,ev.particle,376,,,,CLONE,od_charge_special_triangle,
timeline,primula_wave_charge_w1,ev.particle,382,,,tx;ty,SND;TARGETPOS;WAIT,primula_wave_charge_w1_halo,
particle,primula_wave_charge_w1_halo,ev.particle,391,HALO,TOP_ADD,,,,
timeline,primula_wave_shot,ev.particle,412,,,sx;sy,DATAS;EFT;SND,primula_wave_shot_line,postHamonMagic
particle,primula_wave_shot_line,ev.particle,419,DOORLINE,TOP_ADD,,,,
timeline,primula_magic_abort,ev.particle,441,,,tx;ty,SND;TARGETPOS,magic_abort_dust_ev;magic_abort_dust_ev2,
particle,magic_abort_dust_ev,ev.particle,448,POLYGON,TOP_ADD,,,,
particle,magic_abort_dust_ev2,ev.particle,464,,,,CLONE,magic_abort_dust_ev,
timeline,pvv104_nusi_drip,ev.particle,475,,,cx;cy,DRO;PVIB;QU_HANDSHAKE;QU_SINV;QU_VIB;SND,,
timeline,ev_npc_love_up,ev.particle,490,,,_sizey;by;cx;cy,EF;SND,,NpcLoveUp
timeline,ev_evade,ev.particle,501,,,aim_agR;cnt;cx;cy;foot_exist;mbottom;x,EFT,,dash_afterimage
timeline,ev_general_qu,ev.particle,524,,,lvl,QU_HANDSHAKE,,
timeline,ev_general_qu_vib,ev.particle,531,,,lvl,QU_VIB,,
timeline,ev_bell_hit,ev.particle,539,,,cx;cy,SND,ev_bell_hit_circle;ev_bell_hit_line,
particle,ev_bell_hit_line,ev.particle,548,LINE,TOP,,,,
particle,ev_bell_hit_circle,ev.particle,565,CIRCLE,TOP,,,,
timeline,ev_wk2_whitearrow_0,ev.particle,585,,,,SND;WAIT,,
timeline,ev_q_handshake,ev.particle,594,,,_1;_2;_3;_4,QU_HANDSHAKE,,
timeline,city_forge_hammer,ev.particle,607,,,_nosnd;cx;cy,SND,city_forge_hammer_line,
particle,city_forge_hammer_line,ev.particle,618,,ADD,,CLONE,ev_bell_hit_line,
timeline,00_alma_goto_ground,ev.particle,627,,,,SND;WAIT,,
timeline,ev200_alice_12_puppy_attack_flash,ev.particle,638,,,cx;cy,EF;SND;WAIT,ev200_alice_12_puppy_attack_flash_halo,flashhold
particle,ev200_alice_12_puppy_attack_flash_halo,ev.particle,647,,TOP,,CLONE,en_critical_hit_halo,
timeline,ev200_alice_12_puppy_attack_circle,ev.particle,658,,,cx;cy,EFT;PVIB;QU_HANDSHAKE;QU_VIB;WAIT,,radiation
particle,ev200_alice_12_puppy_attack_circle,ev.particle,668,,,,CLONE,en_critical_hit_bcircle,
timeline,ev200_rubecchi_appear,ev.particle,680,,,maxt,EFT;QU_HANDSHAKE;SND;WAIT,,flash;radiation
timeline,ev200_rubecchi_trigger,ev.particle,694,,,cx;cy,QU_SINV;QU_VIB;SND;WAIT,en_superflash_hit_circle;en_superflash_hit_halo;enemyod_appear_circle;enemyod_init_circle;shockwave_en_230,
particle,en_superflash_hit_halo,ev.particle,710,,,,CLONE,en_critical_hit_halo,
particle,en_superflash_hit_circle,ev.particle,719,,,,CLONE,en_critical_hit_circle,
timeline,ev200_rubecchi_crack,ev.particle,729,,,agR;i;lx;ly;w;x;y,EFT;QU_VIB;SND;WAIT,ev200_rubecchi_crack_cylinder;ev200_rubecchi_crack_halo;ev200_rubecchi_crack_smoke,flashhold
particle,ev200_rubecchi_crack_smoke,ev.particle,758,,,,CLONE,ehome_meteor_land_smoke,
particle,ev200_rubecchi_crack_halo,ev.particle,772,HALO,TOP_ADD,,,,
particle,ev200_rubecchi_crack_cylinder,ev.particle,789,CYLINDER_GRD,TOP_ADD,,,,
timeline,ev200_rubecchi_fall,ev.particle,809,,,agR;i;lx;ly;w;x;y,EFT;QU_HANDSHAKE;QU_SINH;QU_VIB;SND;WAIT,ev200_rubecchi_crack_smoke;ev200_rubecchi_fall_shard_brick;od_explode_halo;od_explode_sabi;od_flare_circle,flashhold;radiation
particle,ev200_rubecchi_fall_shard_brick,ev.particle,840,NOEL_BREAK_CLOTH,,,,,
timeline,ev200_bossspider_capture_init,ev.particle,865,,,,EFT;QU_HANDSHAKE;QU_VIB;SND,,flashhold
timeline,ev200_bossspider_grawl,ev.particle,873,,,cx;cy,PVIB;QU_HANDSHAKE;QU_SINV;QU_VIB;SND,overdrive_growl_ripple,
timeline,ev_magicdevice_fall,ev.particle,890,,,cx;cy,SND,ixia_float_smoke,
timeline,ev_199_alice_unconscious_needle,ev.particle,898,,,agR;cx;cy;sizex;sizey,QU_VIB;SIZE,ev_199_alice_unconscious_needle_circle;ev_199_alice_unconscious_needle_line,
particle,ev_199_alice_unconscious_needle_line,ev.particle,910,LINE,TOP,,,,
particle,ev_199_alice_unconscious_needle_circle,ev.particle,929,CIRCLE,TOP,,,,
timeline,ev200_mount_facil_activate0,ev.particle,953,,,,QU_SINV;QU_VIB;SND,,
timeline,ev200_mount_facil_activate1,ev.particle,960,,,,QU_SINV;QU_VIB;SND,,
particle,fatal_koukasen,fatal.particle,6,LINE,TOP_MUL,,,,
particle,fatal_hokahoka,fatal.particle,32,SMOKE_L,TOP,,,,
particle,fatal_hokahoka_n,fatal.particle,55,,,,CLONE,fatal_hokahoka,
particle,fatal_hokahoka_pink,fatal.particle,61,,,,CLONE,fatal_hokahoka,
particle,fatal_hokahoka_dark,fatal.particle,69,,TOP_MUL,,CLONE,fatal_hokahoka,
particle,fatal_inject_circle_s,fatal.particle,79,,SUB,,CLONE,ui_plant_egg_circle,
particle,fatal_inject_line_s,fatal.particle,91,,SUB,,CLONE,ui_plant_egg_line,
particle,fatal_inject_line,fatal.particle,102,,,,CLONE,fatal_inject_line_s,
particle,fatal_inject_circle,fatal.particle,111,,,,CLONE,fatal_inject_circle_s,
particle,fatal_breathe,fatal.particle,119,,NORMAL,,CLONE,ui_breathe,
particle,fatal_breathe_b,fatal.particle,131,,NORMAL,,CLONE,ui_breathe,
particle,fatal_liquid_pink,fatal.particle,147,PARTICLE_SPLASH,TOP,,,,
particle,fatal_sperm_shot_s,fatal.particle,169,SPERMSHOT,,,,,
particle,fatal_orgasm_explode_line,fatal.particle,192,STROKE,,,,,
particle,fatal_orgasm_explode_dot,fatal.particle,215,CIRCLE,,,CLONE,fatal_orgasm_explode_line,
particle,fatal_orgasm_explode_dot_s,fatal.particle,227,,,,CLONE,fatal_orgasm_explode_dot,
particle,fatal_orgasm_explode_dot_s_narrow,fatal.particle,233,,,,CLONE,fatal_orgasm_explode_dot_s,
particle,fatal_orgasm_explode_dot_s_slow,fatal.particle,239,,,,CLONE,fatal_orgasm_explode_dot,
particle,fatal_liquid_white_s,fatal.particle,251,,,,CLONE,fatal_liquid_pink,
particle,fatal_liquid_white,fatal.particle,262,,,,CLONE,fatal_liquid_pink,
particle,fatal_masturb_dot,fatal.particle,273,,,,CLONE,fatal_orgasm_explode_dot,
particle,fatal_breathe,fatal.particle,280,SMOKE_L,,,,,
particle,fatal_breathe_long,fatal.particle,299,,,,CLONE,fatal_breathe,
particle,fatal_grab_circle,fatal.particle,311,CIRCLE,TOP,,,,
particle,fatal_dark_blink,fatal.particle,341,BLURCIRCLE,TOP_MUL,,,,
particle,fatal_smoke_pink_shoot,fatal.particle,365,SMOKE_L,,,,,
particle,fatal_smoke_pink_shoot_b,fatal.particle,390,,,,CLONE,fatal_smoke_pink_shoot,
particle,fatal_small_puddle,fatal.particle,397,CIRCLE,,,,,
particle,fatal_small_puddle_splash,fatal.particle,425,,,,CLONE,fatal_small_puddle,
particle,fatal_small_puddle_splash_dark,fatal.particle,442,,,,CLONE,fatal_small_puddle_splash,
particle,fatal_small_puddle_long,fatal.particle,455,,,,CLONE,fatal_small_puddle,
particle,fatal_small_puddle_long_u,fatal.particle,465,,,,CLONE,fatal_small_puddle_long,
particle,fatal_small_puddle_long_uw,fatal.particle,483,,,,CLONE,fatal_small_puddle_long_u,
particle,fatal_milk_fall,fatal.particle,493,CIRCLE,,,,,
timeline,ui_excrete_juice_splash,fatal.particle,521,,,_fail,HOLD,excrete_juice_splash_dot0;excrete_juice_splash_dot1_fail0;excrete_juice_splash_dot1_fail1;excrete_juice_splash_dot1_success0;fatal_hokahoka,
timeline,ui_excrete_juice_splash_sample,fatal.particle,540,,,cx;cy,,excrete_juice_splash_dot1_success0,
timeline,ui_excrete_juice_hokahoka,fatal.particle,546,,,_count;_delay;_saf,HOLD,excrete_juice_splash_smoke,
particle,excrete_juice_splash_smoke,fatal.particle,556,SMOKE_L,TOP,,,,
particle,excrete_juice_splash_dot0,fatal.particle,574,CIRCLE,TOP,,,,
particle,excrete_juice_splash_dot1_success0,fatal.particle,599,,,,CLONE,excrete_juice_splash_dot0,
particle,excrete_juice_splash_dot1_fail0,fatal.particle,611,,,,CLONE,excrete_juice_splash_dot1_success0,
particle,excrete_juice_splash_dot1_fail1,fatal.particle,620,,,,CLONE,excrete_juice_splash_dot1_fail0,
particle,supplier_kira,item.particle,2,ANIMKIRA,TOP_ADD,,,,
particle,dropitem_aura,item.particle,37,DAIA,TOP_ADD,,,,
particle,dropitem_aura_bits,item.particle,70,,,,CLONE,dropitem_aura,
timeline,get_drop_item,item.particle,85,,,cx;cy;snd;x;y,SND,,
timeline,get_drop_item_simple,item.particle,100,,,cx;cy,,get_item_circle_0;get_item_circle_1;get_item_circle_bits;get_item_circle_halo;get_item_circle_halo_v,
timeline,get_drop_itemreel_mbox,item.particle,110,,,color;color_sub;x;y,SND,get_item_circle_bits;get_mbox_unikira_getitem;get_mbox_unikira_getitem_sub,
particle,get_item_circle_0,item.particle,119,CIRCLE,TOP_ADD,,,,
particle,get_item_circle_1,item.particle,133,CIRCLE,TOP_ADD,,,,
particle,get_item_circle_bits,item.particle,152,DAIA,TOP_ADD,,,,
particle,get_item_circle_halo,item.particle,173,HALO,TOP_ADD,,,,
particle,get_item_circle_halo_v,item.particle,200,,,,CLONE,get_item_circle_halo,
timeline,noel_juice_filled,item.particle,208,,,_acos;_agR;_dx;_dy;ax;centerpr;drunked;hipx;hipy;i,CALC_HIP_POS;DRO_LR;EFT;IS_CENTERPR;WAIT,noel_juice_filled2;noel_juice_filled_yellow;noel_juice_filled_yellow2,flash
timeline,noel_juice_filled_sensitive,item.particle,260,,,cx;cy,,,
particle,noel_juice_filled_sensitive,item.particle,267,CIRCLE,TOP,,,,
particle,noel_juice_filled,item.particle,299,CIRCLE,TOP,,,,
particle,noel_juice_filled_yellow,item.particle,334,,,,CLONE,noel_juice_filled,
particle,noel_juice_filled2,item.particle,342,,,,CLONE,noel_juice_filled,
particle,noel_juice_filled_yellow2,item.particle,349,,,,CLONE,noel_juice_filled_yellow,
timeline,get_coin,item.particle,358,,,x;y,,get_coin_circle;get_coin_unikira,
particle,get_coin_unikira_base,item.particle,366,UNIKIRA,TOP,,,,
particle,get_coin_unikira,item.particle,395,,,,CLONE,get_coin_unikira_base,
particle,get_coin_circle,item.particle,404,BLURCIRCLE,TOP_ADD,,,,
timeline,itembox_appear,item.particle,438,,,x;y,SND,itembox_appear_circle,
particle,itembox_appear_circle,item.particle,443,CIRCLE,TOP,,,,
particle,itembox_aula,item.particle,470,BLURCIRCLE,ADD,,,,
particle,itembox_aula_kira,item.particle,510,,TOP,,CLONE,get_coin_unikira,
timeline,itembox_open,item.particle,524,,,x;y,,itembox_open_kira,
particle,itembox_open_kira,item.particle,529,,,,CLONE,itembox_aula_kira,
particle,itembox_aula_kira_released,item.particle,551,,,,CLONE,itembox_open_kira,
timeline,magic_device_opening,item.particle,564,,,_z;lx;ly;maxt;tx;ty,EFT;QU_HANDSHAKE;TARGETPOS;WAIT,magic_device_bright;magic_device_init_halo_b_h;magic_device_init_halo_b_v,postHamonMagic
particle,magic_device_bright,item.particle,586,BLURCIRCLE,ADD,,,,
timeline,magic_device_closing,item.particle,621,,,cx;cy;lx;ly;tx;ty,EFT;QU_SINV;TARGETPOS;WAIT,magic_device_closing_circle;magic_device_closing_circle_s;magic_device_closing_halo_b_h;magic_device_closing_halo_b_v;magic_device_closing_halo_h;magic_device_closing_halo_v;magic_device_closing_line,postHamonMagic
particle,magic_device_closing_circle,item.particle,648,BLURCIRCLE,ADD,,,,
particle,magic_device_closing_circle_s,item.particle,685,,,,CLONE,magic_device_closing_circle,
particle,magic_device_closing_halo_v,item.particle,696,HALO,TOP_SUB,,,,
particle,magic_device_closing_halo_h,item.particle,718,,,,CLONE,magic_device_closing_halo_v,
particle,magic_device_closing_halo_b_v,item.particle,726,,TOP_ADD,,CLONE,magic_device_closing_halo_v,
particle,magic_device_closing_halo_b_h,item.particle,740,,,,CLONE,magic_device_closing_halo_b_v,
particle,magic_device_init_halo_b_v,item.particle,749,,TOP_ADD,,CLONE,magic_device_closing_halo_v,
particle,magic_device_init_halo_b_h,item.particle,763,,,,CLONE,magic_device_init_halo_b_v,
particle,magic_device_closing_line,item.particle,771,LINE,TOP_SUB,,,,
timeline,thunder_thrower_appear,item.particle,802,,,x;y,SND,itembox_appear_circle,
particle,mbox_unikira,item.particle,811,,,,CLONE,get_coin_unikira_base,
particle,get_mbox_unikira_getitem,item.particle,821,,TOP,,CLONE,get_coin_unikira_base,
particle,get_mbox_unikira_getitem_sub,item.particle,833,,SUB,,CLONE,get_mbox_unikira_getitem,
timeline,noeljuice_explode,item.particle,841,,,wait;x;y,QU_VIB;SND;WAIT,noeljuice_explode_aula;noeljuice_explode_line,
particle,noeljuice_explode_aula,item.particle,853,CIRCLE,TOP_SUB,,,,
particle,noeljuice_explode_line,item.particle,870,DOORLINE,TOP_SUB,,,,
particle,reel_mbox_kira,item.particle,893,,TOP,,CLONE,get_coin_unikira_base,
timeline,noeljuice_evaporate,item.particle,909,,,juicebomb;x;y,PVIB;QU_VIB;SND,get_coin_circle;get_coin_unikira_base;noeljuice_evap_cylinder;noeljuice_evap_cylinder_2,
particle,noeljuice_evap_cylinder,item.particle,927,DOORLINE,TOP,,,,
particle,noeljuice_evap_cylinder_2,item.particle,946,DOORLINE,,,,,
timeline,gz_tool_explode,item.particle,972,,,cx;cy,QU_SINV;QU_VIB;SND,boss_dying_bigbomb;boss_dying_shockwave,
timeline,hit_breakable_wall,lp.particle,1,,,agR;x;y,SND,hit_breakable_dot;hit_breakable_smoke_l,
timeline,kill_breakable_wall,lp.particle,7,,,agR;x;y,SND,hit_breakable_smoke_add;hit_breakable_smoke_l,
timeline,fall_breakable_wall,lp.particle,15,,,h;w;x;y,SND,hit_breakable_smoke_fall;hit_breakable_smoke_fall_b,
